0	0.0143495
1.33124e-05	0.0205692
2.66248e-05	0.0305049
3.99372e-05	0.0435052
5.32496e-05	0.0614722
6.6562e-05	0.0854961
7.98744e-05	0.11764
9.31867e-05	0.159668
0.000106499	0.214284
0.000119812	0.284131
0.000133124	0.37257
0.000146436	0.483304
0.000159749	0.62036
0.000173061	0.788667
0.000186373	0.992932
0.000199686	1.2395
0.000212998	1.53378
0.000226311	1.88375
0.000239623	2.2955
0.000252935	2.7789
0.000266248	3.34046
0.00027956	3.99208
0.000292873	4.74022
0.000306185	5.59845
0.000319497	6.57253
0.00033281	7.67675
0.000346122	8.91542
0.000359435	10.302
0.000372747	11.839
0.000386059	13.5373
0.000399372	15.3975
0.000412684	17.4269
0.000425997	19.6251
0.000439309	21.9953
0.000452621	24.5375
0.000465934	27.2528
0.000479246	30.1424
0.000492559	33.2081
0.000505871	36.4536
0.000519183	39.8853
0.000532496	43.5094
0.000545808	47.3405
0.00055912	51.387
0.000572433	55.6739
0.000585745	60.2111
0.000599058	65.0343
0.00061237	70.1531
0.000625682	75.6117
0.000638995	81.4176
0.000652307	87.6179
0.00066562	94.2158
0.000678932	101.253
0.000692244	108.726
0.000705557	116.658
0.000718869	125.041
0.000732182	133.867
0.000745494	143.123
0.000758806	152.761
0.000772119	162.763
0.000785431	173.043
0.000798744	183.584
0.000812056	194.266
0.000825368	205.079
0.000838681	215.893
0.000851993	226.704
0.000865305	237.399
0.000878618	247.98
0.00089193	258.374
0.000905243	268.585
0.000918555	278.589
0.000931867	288.391
0.00094518	298.003
0.000958492	307.428
0.000971805	316.691
0.000985117	325.79
0.000998429	334.736
0.00101174	343.522
0.00102505	352.122
0.00103837	360.53
0.00105168	368.679
0.00106499	376.563
0.0010783	384.092
0.00109162	391.266
0.00110493	397.995
0.00111824	404.283
0.00113155	410.073
0.00114487	415.368
0.00115818	420.159
0.00117149	424.447
0.0011848	428.265
0.00119812	431.615
0.00121143	434.553
0.00122474	437.08
0.00123805	439.256
0.00125136	441.08
0.00126468	442.602
0.00127799	443.82
0.0012913	444.775
0.00130461	445.465
0.00131793	445.834
0.00133124	446.006
0.00134455	445.983
0.00135786	445.664
0.00137118	445.124
0.00138449	444.365
0.0013978	443.387
0.00141111	442.191
0.00142443	440.773
0.00143774	439.132
0.00145105	437.249
0.00146436	435.123
0.00147768	432.718
0.00149099	430.033
0.0015043	427.019
0.00151761	423.675
0.00153093	419.948
0.00154424	415.836
0.00155755	411.292
0.00157086	406.314
0.00158417	400.872
0.00159749	394.962
0.0016108	388.584
0.00162411	381.733
0.00163742	374.446
0.00165074	366.72
0.00166405	358.634
0.00167736	350.186
0.00169067	341.487
0.00170399	332.54
0.0017173	323.469
0.00173061	314.279
0.00174392	305.08
0.00175724	295.882
0.00177055	286.756
0.00178386	277.714
0.00179717	268.782
0.00181049	259.967
0.0018238	251.262
0.00183711	242.669
0.00185042	234.168
0.00186373	225.756
0.00187705	217.427
0.00189036	209.175
0.00190367	201.026
0.00191698	192.976
0.0019303	185.084
0.00194361	177.351
0.00195692	169.858
0.00197023	162.614
0.00198355	155.7
0.00199686	149.131
0.00201017	142.969
0.00202348	137.231
0.0020368	131.944
0.00205011	127.124
0.00206342	122.754
0.00207673	118.843
0.00209005	115.339
0.00210336	112.24
0.00211667	109.463
0.00212998	106.998
0.0021433	104.746
0.00215661	102.688
0.00216992	100.724
0.00218323	98.8274
0.00219654	96.91
0.00220986	94.9427
0.00222317	92.8589
0.00223648	90.6301
0.00224979	88.2188
0.00226311	85.6016
0.00227642	82.7727
0.00228973	79.7175
0.00230304	76.4606
0.00231636	72.999
0.00232967	69.3816
0.00234298	65.6182
0.00235629	61.7716
0.00236961	57.8637
0.00238292	53.9589
0.00239623	50.0872
0.00240954	46.3033
0.00242286	42.6398
0.00243617	39.1328
0.00244948	35.8113
0.00246279	32.6901
0.0024761	29.7888
0.00248942	27.1028
0.00250273	24.6398
0.00251604	22.3822
0.00252935	20.3256
0.00254267	18.4473
0.00255598	16.734
0.00256929	15.1647
0.0025826	13.7224
0.00259592	12.3919
0.00260923	11.1569
0.00262254	10.0094
0.00263585	8.93482
0.00264917	7.93819
